created_date,in_transit_date,Alpha-3-code,zip_code,courier,delivery_region,delivery_cancelled,return_tracking,delivery_location,delivery_date,pickup_date,time_taken,Country,Numeric code,Latitude (average),Longitude (average)
2020-09-01 00:00:00,2020-09-02 13:19:00,GBR,RG64HX,dpd-de,GB-ENG,f,f,HomeDeposit,2020-09-04 07:18:00,2020-09-02 00:00:00,1 days 17:59:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-01 14:46:00,GBR,RG287FD,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 11:16:00,2020-09-01 00:00:00,2 days 20:30:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-01 20:30:00,GBR,LE144NG,ups,GB-ENG,f,f,Doorstep,2020-09-03 10:00:00,2020-09-01 07:00:00,1 days 13:30:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-01 14:41:00,GBR,LA12NH,dpd-de,GB-ENG,f,f,Unknown,2020-09-03 13:51:00,2020-09-01 00:00:00,1 days 23:10:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-01 14:41:00,GBR,LA12NH,dpd-de,GB-ENG,f,f,Unknown,2020-09-03 13:51:00,2020-09-01 00:00:00,1 days 23:10:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 13:25:00,GBR,HU192PE,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 12:04:00,2020-09-02 00:00:00,1 days 22:39:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 13:15:00,GBR,YO259EG,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 15:52:00,2020-09-02 00:00:00,2 days 02:37:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 13:29:00,GBR,NN36JE,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 14:20:00,2020-09-02 00:00:00,2 days 00:51:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 12:48:00,GBR,DL82LR,dpd-de,GB-ENG,f,f,Unknown,2020-09-10 09:22:00,2020-09-02 00:00:00,7 days 20:34:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-01 15:17:00,GBR,DD53QP,dpd-de,GB-SCT,f,f,Unknown,2020-09-03 15:13:00,2020-09-01 00:00:00,1 days 23:56:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-01 15:21:00,GBR,PO157LZ,dpd-de,GB-ENG,f,f,Unknown,2020-09-03 12:39:00,2020-09-01 00:00:00,1 days 21:18:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 12:51:00,GBR,HP123EQ,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 13:45:00,2020-09-02 00:00:00,2 days 00:54:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 13:18:00,GBR,HU181SR,dpd-de,GB-ENG,f,f,HomeDeposit,2020-09-04 12:06:00,2020-09-02 00:00:00,1 days 22:48:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 12:51:00,GBR,N200XZ,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 11:52:00,2020-09-02 00:00:00,1 days 23:01:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-01 10:35:00,GBR,CM120PB,ups,GB-ENG,f,t,Doorstep,2020-09-03 11:12:00,2020-09-01 08:28:00,2 days 00:37:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 11:00:00,GBR,MK402LE,ups,GB-ENG,f,t,Doorstep,2020-09-04 11:29:00,2020-09-01 07:29:00,2 days 00:29:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 13:04:00,GBR,NN128UR,dpd-de,GB-ENG,f,f,HomeDeposit,2020-09-04 14:49:00,2020-09-02 00:00:00,2 days 01:45:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 16:02:00,GBR,CV357HR,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 12:29:00,2020-09-02 00:00:00,1 days 20:27:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 16:03:00,GBR,M457EH,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 08:25:00,2020-09-02 00:00:00,1 days 16:22:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 16:06:00,GBR,HU151TY,dpd-de,GB-ENG,f,f,HomeDeposit,2020-09-04 10:09:00,2020-09-02 00:00:00,1 days 18:03:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-01 17:26:00,GBR,10405,dhl-germany,GB,f,f,Unknown,2020-09-02 11:43:00,2020-09-01 09:00:00,0 days 18:17:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 16:07:00,GBR,PE219ER,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 16:19:00,2020-09-02 00:00:00,2 days 00:12:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 16:07:00,GBR,E49PS,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 17:13:00,2020-09-02 00:00:00,2 days 01:06:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 16:07:00,GBR,KT25TH,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 09:11:00,2020-09-02 00:00:00,1 days 17:04:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 16:02:00,GBR,IV124TF,dpd-de,GB-SCT,f,f,Unknown,2020-09-07 17:15:00,2020-09-02 00:00:00,5 days 01:13:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 16:06:00,GBR,RH158JN,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 12:31:00,2020-09-02 00:00:00,1 days 20:25:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 16:03:00,GBR,DE143EJ,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 14:45:00,2020-09-02 00:00:00,1 days 22:42:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 16:07:00,GBR,RH103RU,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 11:31:00,2020-09-02 00:00:00,1 days 19:24:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 16:06:00,GBR,WN59QU,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 07:38:00,2020-09-02 00:00:00,1 days 15:32:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 14:12:00,GBR,S124YA,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 14:00:00,2020-09-02 00:00:00,1 days 23:48:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 14:09:00,GBR,EH525GA,dpd-de,GB-SCT,f,f,Unknown,2020-09-04 16:30:00,2020-09-02 00:00:00,2 days 02:21:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-01 17:05:00,GBR,18370,dhl-germany,GB-PA,f,f,Unknown,2020-09-05 10:34:00,2020-09-01 11:00:00,3 days 17:29:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 13:03:00,GBR,SG54FY,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 12:23:00,2020-09-02 00:00:00,1 days 23:20:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 13:30:00,GBR,WA27SS,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 14:13:00,2020-09-02 00:00:00,2 days 00:43:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-01 20:11:00,GBR,EN106GN,ups,GB-ENG,f,f,Doorstep,2020-09-03 09:42:00,2020-09-01 12:00:00,1 days 13:31:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-01 20:05:00,GBR,SO155QG,ups,GB-ENG,f,f,Doorstep,2020-09-03 18:00:00,2020-09-01 12:00:00,1 days 21:55:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 13:18:00,GBR,DY48UL,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 14:10:00,2020-09-02 00:00:00,2 days 00:52:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 13:22:00,GBR,OL27SH,dpd-de,GB-ENG,f,f,HomeDeposit,2020-09-04 10:20:00,2020-09-02 00:00:00,1 days 20:58:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-01 20:11:00,GBR,AL109QP,ups,GB-ENG,f,f,Doorstep,2020-09-03 12:26:00,2020-09-01 12:00:00,1 days 16:15:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 13:25:00,GBR,CM82YN,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 11:52:00,2020-09-02 00:00:00,1 days 22:27:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 13:24:00,GBR,ST48DJ,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 08:35:00,2020-09-02 00:00:00,1 days 19:11:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 12:42:00,GBR,EN40PW,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 15:32:00,2020-09-02 00:00:00,2 days 02:50:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 13:11:00,GBR,BN189FJ,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 10:09:00,2020-09-02 00:00:00,1 days 20:58:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 12:41:00,GBR,TS175GR,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 12:26:00,2020-09-02 00:00:00,1 days 23:45:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 12:41:00,GBR,CB30QG,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 10:47:00,2020-09-02 00:00:00,1 days 22:06:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 13:16:00,GBR,LS150PY,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 12:48:00,2020-09-02 00:00:00,1 days 23:32:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 12:44:00,GBR,DT73HY,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 14:28:00,2020-09-02 00:00:00,2 days 01:44:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 12:58:00,GBR,CT13LX,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 12:50:00,2020-09-02 00:00:00,1 days 23:52:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 13:06:00,GBR,CF483NN,dpd-de,GB-WLS,f,f,Unknown,2020-09-04 13:11:00,2020-09-02 00:00:00,2 days 00:05:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 13:05:00,GBR,SW63UR,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 10:11:00,2020-09-02 00:00:00,1 days 21:06:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 12:45:00,GBR,CA12LN,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 14:14:00,2020-09-02 00:00:00,2 days 01:29:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 12:48:00,GBR,SL61DA,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 09:54:00,2020-09-02 00:00:00,1 days 21:06:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 13:00:00,GBR,OX184XF,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 13:04:00,2020-09-02 00:00:00,2 days 00:04:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 12:42:00,GBR,KA67HF,dpd-de,GB-SCT,f,f,Unknown,2020-09-04 15:52:00,2020-09-02 00:00:00,2 days 03:10:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 13:16:00,GBR,WS138PE,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 13:23:00,2020-09-02 00:00:00,2 days 00:07:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 12:48:00,GBR,PR43TD,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 09:02:00,2020-09-02 00:00:00,1 days 20:14:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 13:18:00,GBR,BN207RW,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 13:04:00,2020-09-02 00:00:00,1 days 23:46:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 12:46:00,GBR,BT146QT,dpd-de,GB-NIR,f,f,Unknown,2020-09-07 13:57:00,2020-09-02 00:00:00,5 days 01:11:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 16:01:00,GBR,DA176DJ,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 09:37:00,2020-09-02 00:00:00,1 days 17:36:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 15:11:00,GBR,KY103EF,dpd-de,GB-SCT,f,f,Unknown,2020-09-04 15:48:00,2020-09-02 00:00:00,2 days 00:37:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 16:01:00,GBR,ST174NA,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 10:42:00,2020-09-02 00:00:00,1 days 18:41:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 12:32:00,GBR,FK150NW,dpd-de,GB-SCT,f,f,Unknown,2020-09-04 16:37:00,2020-09-02 00:00:00,2 days 04:05:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 16:00:00,GBR,RG63EY,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 10:48:00,2020-09-02 00:00:00,1 days 18:48:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 12:31:00,GBR,DN365DT,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 13:36:00,2020-09-02 00:00:00,2 days 01:05:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 12:33:00,GBR,SE264PQ,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 08:41:00,2020-09-02 00:00:00,1 days 20:08:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-14 09:28:00,GBR,TS175LJ,ups,GB-ENG,f,t,Doorstep,2020-09-17 10:35:00,2020-09-01 14:27:00,3 days 01:07:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 15:11:00,GBR,E178EG,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 08:31:00,2020-09-02 00:00:00,1 days 17:20:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 12:35:00,GBR,NG55QH,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 07:40:00,2020-09-02 00:00:00,1 days 19:05:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-03 14:18:00,GBR,GU240HG,dpd-de,GB-ENG,f,f,Unknown,2020-09-05 09:18:00,2020-09-03 00:00:00,1 days 19:00:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-03 14:02:00,GBR,ML67LH,dpd-de,GB-SCT,f,f,Unknown,2020-09-07 15:38:00,2020-09-03 00:00:00,4 days 01:36:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-03 14:19:00,GBR,SW109EW,dpd-de,GB-ENG,f,f,Unknown,2020-09-07 12:47:00,2020-09-03 00:00:00,3 days 22:28:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-03 14:05:00,GBR,DN92ND,dpd-de,GB-ENG,f,f,Unknown,2020-09-05 12:56:00,2020-09-03 00:00:00,1 days 22:51:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-03 14:06:00,GBR,SE19FE,dpd-de,GB-ENG,f,f,Unknown,2020-09-05 11:33:00,2020-09-03 00:00:00,1 days 21:27:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 15:06:00,GBR,IV308TL,dpd-de,GB-SCT,f,f,Unknown,2020-09-08 09:39:00,2020-09-02 00:00:00,5 days 18:33:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 14:55:00,GBR,CH35PB,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 09:34:00,2020-09-02 00:00:00,1 days 18:39:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-03 14:23:00,GBR,SL16JH,dpd-de,GB-ENG,f,f,HomeDeposit,2020-09-07 16:28:00,2020-09-03 00:00:00,4 days 02:05:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-03 14:22:00,GBR,IV428QA,dpd-de,GB-SCT,f,f,Unknown,2020-09-08 15:35:00,2020-09-03 00:00:00,5 days 01:13:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 14:46:00,GBR,E148LA,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 10:16:00,2020-09-02 00:00:00,1 days 19:30:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 13:24:00,GBR,NR129LR,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 10:57:00,2020-09-02 00:00:00,1 days 21:33:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 13:26:00,GBR,PA238RG,dpd-de,GB-SCT,f,f,Unknown,2020-09-07 12:11:00,2020-09-02 00:00:00,4 days 22:45:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 13:18:00,GBR,TQ139XR,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 18:06:00,2020-09-02 00:00:00,2 days 04:48:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 13:18:00,GBR,CF118TT,dpd-de,GB-WLS,f,f,Unknown,2020-09-04 10:10:00,2020-09-02 00:00:00,1 days 20:52:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 13:27:00,GBR,M460PR,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 11:45:00,2020-09-02 00:00:00,1 days 22:18:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 13:27:00,GBR,TQ69HJ,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 12:38:00,2020-09-02 00:00:00,1 days 23:11:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-03 14:18:00,GBR,N42BA,dpd-de,GB-ENG,f,f,Unknown,2020-09-05 17:41:00,2020-09-03 00:00:00,2 days 03:23:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-03 14:23:00,GBR,G643EX,dpd-de,GB-SCT,f,f,Unknown,2020-09-07 12:09:00,2020-09-03 00:00:00,3 days 21:46:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-03 14:14:00,GBR,G643EX,dpd-de,GB-SCT,f,f,Unknown,2020-09-07 12:09:00,2020-09-03 00:00:00,3 days 21:55:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 13:26:00,GBR,LN43YQ,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 10:20:00,2020-09-02 00:00:00,1 days 20:54:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 16:21:00,GBR,IM61HT,dpd-de,GB,f,f,Unknown,2020-09-07 13:28:00,2020-09-02 00:00:00,4 days 21:07:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-03 14:05:00,GBR,ST73DP,dpd-de,GB-ENG,f,f,Unknown,2020-09-07 11:05:00,2020-09-03 00:00:00,3 days 21:00:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 13:17:00,GBR,BT387RE,dpd-de,GB-NIR,f,f,Unknown,2020-09-08 11:35:00,2020-09-02 00:00:00,5 days 22:18:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 17:04:00,GBR,DT95LH,ups,GB-ENG,f,t,Doorstep,2020-09-04 13:03:00,2020-09-01 16:25:00,1 days 19:59:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-03 14:04:00,GBR,HA89SS,dpd-de,GB-ENG,f,f,Unknown,2020-09-05 09:13:00,2020-09-03 00:00:00,1 days 19:09:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-03 13:45:00,GBR,DT95NN,dpd-de,GB-ENG,f,f,HomeDeposit,2020-09-05 12:48:00,2020-09-03 00:00:00,1 days 23:03:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 13:22:00,GBR,GU321QP,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 10:59:00,2020-09-02 00:00:00,1 days 21:37:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 13:21:00,GBR,SE233AA,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 07:58:00,2020-09-02 00:00:00,1 days 18:37:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 13:21:00,GBR,HD63DW,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 12:25:00,2020-09-02 00:00:00,1 days 23:04:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 13:21:00,GBR,OL79SR,dpd-de,GB-ENG,f,f,Unknown,2020-09-07 13:04:00,2020-09-02 00:00:00,4 days 23:43:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 13:17:00,GBR,DE117NG,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 10:11:00,2020-09-02 00:00:00,1 days 20:54:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 13:17:00,GBR,BR31UL,dpd-de,GB-ENG,f,f,HomeDeposit,2020-09-04 12:30:00,2020-09-02 00:00:00,1 days 23:13:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 13:08:00,GBR,B927QR,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 12:47:00,2020-09-02 00:00:00,1 days 23:39:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 13:18:00,GBR,UB67PY,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 14:24:00,2020-09-02 00:00:00,2 days 01:06:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 13:20:00,GBR,UB67PY,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 14:24:00,2020-09-02 00:00:00,2 days 01:04:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-03 13:47:00,GBR,RH43PW,dpd-de,GB-ENG,f,f,Unknown,2020-09-05 13:06:00,2020-09-03 00:00:00,1 days 23:19:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-03 13:34:00,GBR,TW26JD,dpd-de,GB-ENG,f,f,Unknown,2020-09-05 10:45:00,2020-09-03 00:00:00,1 days 21:11:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 13:30:00,GBR,PO130LY,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 13:06:00,2020-09-02 00:00:00,1 days 23:36:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 13:30:00,GBR,PO130LY,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 13:06:00,2020-09-02 00:00:00,1 days 23:36:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 13:29:00,GBR,N211BP,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 11:01:00,2020-09-02 00:00:00,1 days 21:32:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 17:03:00,GBR,BL31JU,ups,GB-ENG,f,f,Doorstep,2020-09-04 12:27:00,2020-09-01 19:00:00,1 days 19:24:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 13:25:00,GBR,SN14LU,dpd-de,GB-ENG,f,f,Unknown,2020-09-04 08:03:00,2020-09-02 00:00:00,1 days 18:38:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-02 17:10:00,GBR,CO92SN,ups,GB-ENG,f,f,Doorstep,2020-09-04 12:20:00,2020-09-01 19:00:00,1 days 19:10:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-03 13:38:00,GBR,UB94AJ,dpd-de,GB-ENG,f,f,Unknown,2020-09-07 16:34:00,2020-09-03 00:00:00,4 days 02:56:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-03 13:41:00,GBR,SO410WD,dpd-de,GB-ENG,f,f,Unknown,2020-09-07 10:36:00,2020-09-03 00:00:00,3 days 20:55:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-03 13:38:00,GBR,N200QQ,dpd-de,GB-ENG,f,f,HomeDeposit,2020-09-05 17:00:00,2020-09-03 00:00:00,2 days 03:22:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-03 13:37:00,GBR,M329HP,dpd-de,GB-ENG,f,f,Unknown,2020-09-07 12:19:00,2020-09-03 00:00:00,3 days 22:42:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-03 13:37:00,GBR,GU124NE,dpd-de,GB-ENG,f,f,Unknown,2020-09-07 09:06:00,2020-09-03 00:00:00,3 days 19:29:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-03 15:19:00,GBR,EX348ER,dpd-de,GB-ENG,f,f,Unknown,2020-09-06 13:30:00,2020-09-03 00:00:00,2 days 22:11:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-03 13:45:00,GBR,B31JJ,dpd-de,GB-ENG,f,f,Unknown,2020-09-05 12:22:00,2020-09-03 00:00:00,1 days 22:37:00.000000000,United Kingdom,826,54.0,-2.0
2020-09-01 00:00:00,2020-09-03 13:46:00,GBR,WF177BG,dpd-de,GB-ENG,f,f,Unknown,2020-09-07 12:53:00,2020-09-03 00:00:00,3 days 23:07:00.000000000,United Kingdom,826,54.0,-2.0
