id,tracking_number,created_date,in_transit_date,country,zip_code,courier,delivery_region,delivery_cancelled,return_tracking,delivery_location,delivery_date,pickup_date
5f50b06f6eecd92285f9f082,01455145820359,2020-09-03,2020-09-03 15:26:00,ESP,05003,dpd-de,ES-CL,f,f,Unknown,2020-09-07 16:47:00,2020-09-03 07:14:00
5f50b06f77561f22aa192baa,00340434264503097060,2020-09-03,2020-09-03 14:49:00,DEU,81373,dhl-germany,DE-BY,f,f,Neighbor,2020-09-05 12:17:00,2020-09-03 10:00:00
5f50b0711253511d341e7e61,1Z94341W6802688605,2020-09-03,2020-09-04 20:20:00,SWE,43236,ups,SE,f,f,Doorstep,2020-09-08 10:43:00,2020-09-03 10:00:00
5f50b07278c389302ec9952f,00340434264503096926,2020-09-03,2020-09-03 16:31:00,DEU,21481,dhl-germany,DE-SH,f,f,Unknown,2020-09-04 08:56:00,2020-09-03 10:00:00
5f50b072a601472ff2dce070,01475110787666,2020-09-03,2020-09-04 13:59:00,NLD,7783AW,dpd-de,NL-OV,f,f,Unknown,2020-09-07 11:35:00,2020-09-04 00:00:00
5f50b072bdabb12ffcf39d96,00340434264503096940,2020-09-03,2020-09-03 18:06:00,DEU,74078,dhl-germany,DE-BW,f,f,Unknown,2020-09-04 13:04:00,2020-09-03 10:00:00
5f50b0733c3e3f21276dfe88,00340434264503096933,2020-09-03,2020-09-03 16:32:00,DEU,82275,dhl-germany,DE-BY,f,f,Unknown,2020-09-04 11:34:00,2020-09-03 10:00:00
5f565586b3984379fba07178,01475110793300,2020-09-07,2020-09-09 12:54:00,DEU,83707,dpd-de,DE-BY,f,f,Unknown,2020-09-10 10:33:00,2020-09-09 00:00:00
5f565586d090e00ecfa83d86,01475110793371,2020-09-07,2020-09-09 12:44:00,AUT,8382,dpd-de,AT-6,f,f,Unknown,2020-09-14 13:58:00,2020-09-09 00:00:00
5f56558737ca237d5da813fb,CM564452435DE,2020-09-07,2020-09-08 17:20:00,AUT,3314,dhl-germany,AT-3,f,f,Unknown,2020-09-15 15:04:00,2020-09-07 17:00:00
5f565588cc08e00e68a87bff,1Z94341W6802694983,2020-09-07,2020-09-08 13:41:00,ITA,20154,ups,IT-25,f,f,Doorstep,2020-09-10 10:26:00,2020-09-07 17:00:00
5f565588f6e3ff6dea0e762f,01475110793346,2020-09-07,2020-09-09 12:48:00,DEU,25746,dpd-de,DE-SH,f,f,HomeDeposit,2020-09-11 09:10:00,2020-09-09 00:00:00
5f565588f6e3ff6dea0e7632,01475110793325,2020-09-07,2020-09-09 12:52:00,NLD,6596GA,dpd-de,NL-LI,f,f,ParcelShop,2020-09-11 13:59:00,2020-09-09 00:00:00
5f5655895bcd4b79d10493f0,01475110793352,2020-09-07,2020-09-09 12:47:00,DEU,25813,dpd-de,DE-SH,f,f,HomeDeposit,2020-09-11 11:10:00,2020-09-09 00:00:00
5f565589d826596dd27d0748,01475110793330,2020-09-07,2020-09-09 12:52:00,IRL,49808,dpd-de,IE,f,f,Unknown,2020-09-10 11:37:00,2020-09-09 00:00:00
5f56558a57f74c7a0d77cb18,01475110793303,2020-09-07,2020-09-09 12:55:00,DEU,68167,dpd-de,DE-BW,f,f,Unknown,2020-09-14 12:40:00,2020-09-09 00:00:00
5f56558aed5c357ca9632797,1Z94341W6802694938,2020-09-07,2020-09-08 13:40:00,ITA,16129,ups,IT-42,f,f,Doorstep,2020-09-10 13:49:00,2020-09-07 17:00:00
5f56558b37ca237d5da81407,01475110793294,2020-09-07,2020-09-09 12:55:00,DEU,09212,dpd-de,DE-SN,f,f,Unknown,2020-09-11 12:35:00,2020-09-09 00:00:00
5f56558b5bcd4b79d10493f6,01475110793322,2020-09-07,2020-09-09 12:54:00,DEU,10439,dpd-de,DE-BE,f,f,Unknown,2020-09-10 14:31:00,2020-09-09 00:00:00
5f56558b90e6fe7d21189751,01475110793304,2020-09-07,2020-09-09 12:56:00,DEU,50679,dpd-de,DE-NW,f,f,Unknown,2020-09-10 11:29:00,2020-09-09 00:00:00
5f56558b90e6fe7d21189757,01475110793376,2020-09-07,2020-09-09 14:57:00,IRL,B911JS,dpd-de,IE,f,f,Unknown,2020-09-11 14:43:00,2020-09-09 00:00:00
5f56558c4e777b0eb95cfa00,1Z94341W6802694947,2020-09-07,2020-09-08 13:39:00,ITA,10141,ups,IT-21,f,f,Doorstep,2020-09-10 10:41:00,2020-09-07 17:00:00
5f56558cf6e3ff6dea0e763f,01475110793350,2020-09-07,2020-09-09 12:37:00,DEU,42349,dpd-de,DE-NW,f,f,Unknown,2020-09-10 13:45:00,2020-09-09 00:00:00
5f56558dd72c4c6dd5506842,01475110793379,2020-09-07,2020-09-09 12:49:00,GBR,NW32YT,dpd-de,GB-ENG,f,f,Unknown,2020-09-11 13:18:00,2020-09-09 00:00:00
5f56558def74957c86015768,01475110793336,2020-09-07,2020-09-09 11:57:00,IRL,KT66QS,dpd-de,IE,f,f,Unknown,2020-09-11 12:53:00,2020-09-09 00:00:00
5f56558e843a416e0e49cbc6,01475110793357,2020-09-07,2020-09-09 12:51:00,DEU,59581,dpd-de,DE-NW,f,f,Unknown,2020-09-10 09:57:00,2020-09-09 00:00:00
5f56558ed090e00ecfa83dae,01475110793292,2020-09-07,2020-09-09 12:57:00,DEU,25469,dpd-de,DE-SH,f,f,HomeDeposit,2020-09-10 11:42:00,2020-09-09 00:00:00
5f56558eef74957c86015771,1Z94341W6802694992,2020-09-07,2020-09-08 13:40:00,ITA,00146,ups,IT-62,f,f,Doorstep,2020-09-10 11:17:00,2020-09-07 17:00:00
5f56558ef339e36daa4c01bb,01475110793290,2020-09-07,2020-09-09 11:56:00,GBR,CR09DA,dpd-de,GB-ENG,f,f,Unknown,2020-09-11 12:14:00,2020-09-09 00:00:00
5f56558fe3a2de7cf48cf793,01475110793355,2020-09-07,2020-09-09 12:50:00,DEU,56462,dpd-de,DE-RP,f,f,Unknown,2020-09-10 13:09:00,2020-09-09 00:00:00
5f56559004f44b0e889bb748,01475110793354,2020-09-07,2020-09-09 12:50:00,DEU,97725,dpd-de,DE-BY,f,f,Unknown,2020-09-10 12:33:00,2020-09-09 00:00:00
5f5655904e777b0eb95cfa16,01475110793288,2020-09-07,2020-09-09 12:58:00,DEU,48369,dpd-de,DE-NW,f,f,Unknown,2020-09-10 14:53:00,2020-09-09 00:00:00
5f565590ec682b7ced35c6a2,01475110793317,2020-09-07,2020-09-09 12:54:00,DEU,41238,dpd-de,DE-NW,f,f,Unknown,2020-09-10 11:18:00,2020-09-09 00:00:00
5f565591d0341e7d4b5f4067,1Z94341W6802695053,2020-09-07,2020-09-08 13:38:00,IRL,D16W3X5,ups,IE,f,f,Doorstep,2020-09-11 17:43:00,2020-09-07 17:00:00
5f565912d86f6179a5461b87,547548247174,2020-09-07,2020-09-22 14:56:00,DEU,73434,dhl-germany,DE-BW,f,t,Unknown,2020-09-24 04:42:00,2020-09-07 17:37:00
5f565913ed5c357ca9632fc8,547548247045,2020-09-07,2020-09-08 09:47:00,DEU,86825,dhl-germany,DE-BY,f,t,Unknown,2020-09-10 03:10:00,2020-09-07 16:51:00
5f56592690e6fe7d2118a0ac,547548247118,2020-09-07,2020-09-14 09:51:00,DEU,44225,dhl-germany,DE-NW,f,t,Unknown,2020-09-15 01:26:00,2020-09-07 17:23:00
5f565926d0341e7d4b5f4973,547548247102,2020-09-07,2020-09-09 09:40:00,DEU,56242,dhl-germany,DE-RP,f,t,Unknown,2020-09-10 00:37:00,2020-09-07 17:12:00
5f565933982d4b6dee022889,1Z9640ER9191651691,2020-09-07,2020-09-25 15:33:00,FRA,77250,ups,FR-J,f,t,Doorstep,2020-09-30 13:21:00,2020-09-07 16:11:00
5f5659374e777b0eb95d03a7,1Z9640ER9196069320,2020-09-07,2020-09-08 11:24:00,FRA,11490,ups,FR-K,f,t,Doorstep,2020-09-14 11:19:00,2020-09-07 17:30:00
5f56593dcc08e00e68a8852c,1Z9640ER9192398633,2020-09-07,2020-09-28 09:09:00,ESP,39011,ups,ES-CB,f,t,Doorstep,2020-10-01 13:23:00,2020-09-07 15:49:00
